,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Order_Hour,Order_Min,Picked_Hour,Picked_Min
261,22.0,4.7,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,15,20,10,20,20
262,36.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,18,20,18,35
263,23.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20,40,20,45
264,22.0,4.8,Stormy,Low,2,Drinks,motorcycle,1.0,No,,19,0.416666667,,10,05
265,29.0,4.5,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,15,22,30,22,40
266,34.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,50,21,50,22,05
267,38.0,4.1,Stormy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,41,11,50,11,55
268,35.0,5.0,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,17,25,17,35
269,38.0,4.7,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,21,55,22,10
270,32.0,4.3,Cloudy,Medium,1,Meal,scooter,2.0,No,Metropolitian,35,18,40,18,55
271,20.0,4.5,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20,25,20,35
272,25.0,4.9,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,21,45,21,50
273,29.0,4.5,Fog,Low,2,Meal,scooter,0.0,No,,12,22,20,22,30
274,32.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,20,55,21,10
275,39.0,4.1,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,39,21,35,21,40
276,31.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,47,21,15,21,20
277,37.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,26,23,30,23,35
278,36.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,31,17,15,17,30
279,37.0,3.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,42,20,45,20,55
280,,,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,12,,,22,05
281,38.0,4.9,Cloudy,High,2,Snack,scooter,,No,Metropolitian,25,13,30,13,40
282,37.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,0.916666667,,22,10
283,21.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,,21,23,20,23,30
284,35.0,4.9,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,18,18,35,18,40
285,22.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,22,20,40,20,55
286,28.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,08,25,08,40
287,39.0,4.0,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,48,17,45,17,55
288,29.0,4.5,Windy,Low,1,Snack,scooter,0.0,No,Urban,13,22,25,22,40
289,39.0,4.6,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,11,30,11,40
290,25.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,16,21,45,21,50
291,34.0,5.0,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Urban,19,17,25,17,30
292,22.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,09,40,09,45
293,27.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20,55,21,05
294,28.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,17,10,17,20
295,32.0,5.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,18,25,18,40
296,,,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,,,19,45
297,27.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,17,55,0.75,
298,35.0,3.9,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,19,55,20,10
299,22.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,0.958333333,,23,05
300,35.0,4.7,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,21,15,21,25
301,30.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,24,10,40,10,55
302,39.0,4.8,Fog,High,2,Drinks,scooter,1.0,No,Urban,26,11,20,11,25
303,33.0,4.8,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,28,0.75,,18,10
304,20.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,16,17,10,17,15
305,20.0,4.7,Fog,Medium,2,Buffet,motorcycle,0.0,No,Urban,17,18,25,18,35
306,34.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,24,23,10,23,15
307,22.0,4.7,Windy,Medium,0,Meal,motorcycle,,No,Metropolitian,24,17,15,17,30
308,37.0,4.3,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,34,11,55,12,05
309,20.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,16,09,30,09,45
310,33.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,22,40,22,50
311,21.0,5.0,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,17,10,17,15
312,33.0,4.6,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,49,17,10,17,25
313,24.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24,18,30,18,40
314,36.0,4.7,Sandstorms,High,2,Meal,scooter,2.0,No,Metropolitian,32,11,50,0.5,
315,30.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,0.791666667,,19,10
316,32.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,23,55,24,10
317,28.0,4.6,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,19,45,19,50
318,21.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,20,30,20,40
319,39.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,11,10,11,15
320,32.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,0.375,,09,10
321,20.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,25,19,30,19,35
322,,,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,,,22,40
323,36.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Urban,15,08,20,08,25
324,28.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,18,0.458333333,,11,05
325,32.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20,30,20,35
326,39.0,4.4,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46,19,45,0.833333333,
327,30.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,22,25,22,30
328,32.0,4.4,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,0.666666667,,16,05
329,23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,21,30,21,35
330,21.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,,27,15,25,15,35
331,31.0,4.2,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,17,25,17,35
332,37.0,4.6,Stormy,High,2,Buffet,electric_scooter,1.0,No,Urban,28,11,45,0.5,
333,20.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20,15,20,20
334,28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,10,25,10,35
335,22.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,08,25,08,30
336,20.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,13,17,15,17,20
337,34.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,22,45,22,50
338,38.0,4.8,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,25,12,35,12,40
339,,,,,3,Drinks,scooter,1.0,No,Metropolitian,26,,,24,05
340,32.0,4.5,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,27,12,20,12,25
341,34.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,26,22,55,23,05
342,33.0,3.9,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,17,25,17,30
343,34.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,10,35,10,45
344,32.0,4.6,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,21,45,0.916666667,
345,,,Sunny,Low,1,Drinks,scooter,2.0,Yes,Metropolitian,42,,,23,05
346,34.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,19,50,20,05
347,26.0,4.6,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32,19,30,19,35
348,31.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,35,23,45,23,55
349,39.0,4.8,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,14,50,15,05
350,27.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,08,10,08,20
351,32.0,5.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,27,21,55,22,10
352,32.0,4.5,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,17,10,17,15
353,39.0,4.1,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,18,40,18,50
354,36.0,4.8,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,25,10,15,10,20
355,37.0,4.1,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,17,45,0.75,
356,37.0,4.8,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,0.875,,21,05
357,38.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,20,30,20,40
358,28.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,28,11,40,11,55
359,34.0,3.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,18,40,18,55
360,32.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,23,15,23,25
361,22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,17,23,35,23,40
362,31.0,4.0,Windy,Medium,0,Drinks,motorcycle,3.0,Yes,Metropolitian,45,17,45,17,55
363,27.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,0.791666667,,19,15
364,29.0,4.9,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,24,19,35,19,45
365,38.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,21,40,21,55
366,35.0,4.8,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36,20,50,21,05
367,31.0,4.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,20,30,20,35
368,30.0,4.3,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,37,18,35,18,40
369,24.0,4.9,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,10,0.75,,18,05
370,33.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Urban,23,23,15,23,30
371,29.0,4.6,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,23,40,23,55
372,38.0,4.6,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,26,12,45,12,55
373,26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20,15,20,20
374,39.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,26,15,55,16,10
375,24.0,4.5,Fog,Low,0,Snack,motorcycle,,No,Metropolitian,21,23,10,23,15
376,34.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,22,50,0.958333333,
377,26.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,14,22,45,22,55
378,35.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,17,15,10,15,15
379,36.0,4.2,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,18,30,18,35
380,24.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,Metropolitian,42,22,35,22,50
381,,,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,17,,,17,55
382,33.0,4.3,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34,17,20,17,30
383,26.0,4.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,18,35,18,50
384,32.0,5.0,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,30,19,20,19,35
385,37.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,48,19,10,19,25
386,26.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,23,55,1,
387,31.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,28,23,10,23,15
388,37.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,26,17,45,17,50
389,26.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,16,21,55,22,10
390,37.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,20,50,20,55
391,22.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,22,20,35,20,45
392,21.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,22,25,22,40
393,22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,09,45,09,55
394,38.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,20,10,20,10,25
395,28.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,32,13,30,13,45
396,29.0,4.7,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,17,20,10,20,15
397,31.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,12,15,12,30
398,24.0,4.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,08,45,08,55
399,33.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,15,35,15,50
400,26.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,19,35,19,40
401,,,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,,,22,35
402,20.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,19,10,19,25
403,29.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Urban,12,22,50,22,55
404,32.0,4.0,Windy,Medium,0,Buffet,motorcycle,3.0,Yes,Urban,49,18,45,18,50
405,20.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,17,25,17,35
406,26.0,5.0,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Urban,24,0.791666667,,19,15
407,38.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,46,0.833333333,,20,10
408,34.0,4.6,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,27,13,50,13,55
409,27.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,08,10,08,15
410,29.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20,55,21,10
411,24.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24,19,20,19,35
412,21.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,08,30,08,45
413,33.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,09,25,09,40
414,35.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,21,30,21,40
415,35.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,18,23,15,23,20
416,,,,,3,Snack,scooter,1.0,No,Metropolitian,20,,,22,30
417,,,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,13,,,18,10
418,29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,23,45,23,55
419,21.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,23,30,23,35
420,29.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,29,21,45,21,50
421,22.0,4.7,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,20,15,20,30
422,,,,,1,Drinks,scooter,0.0,No,Urban,27,,,0.541666667,
423,24.0,4.4,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,40,20,45,0.875,
424,23.0,4.9,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,22,11,35,11,50
425,27.0,4.6,Windy,High,2,Drinks,scooter,,No,Urban,12,11,15,11,20
426,33.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,43,18,20,18,25
427,35.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,18,15,18,30
428,21.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,27,17,15,17,30
429,39.0,4.4,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,35,22,15,22,25
430,34.0,4.8,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27,22,45,22,50
431,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,12,10,12,25
432,20.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,08,45,08,50
433,20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,17,22,35,22,50
434,30.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,23,45,1,
435,37.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,21,20,21,30
436,39.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,,25,20,10,20,20
437,26.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,17,25,17,30
438,32.0,4.9,Cloudy,Medium,0,Meal,motorcycle,3.0,Yes,Urban,48,17,50,0.75,
439,21.0,4.7,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,28,23,45,23,55
440,35.0,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,29,0.416666667,,10,05
441,39.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,32,18,35,18,50
442,39.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,23,10,23,15
443,27.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,0.875,,21,10
444,33.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,16,18,35,18,40
445,33.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,21,15,21,25
446,37.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,40,17,20,17,35
447,20.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,08,20,08,30
448,20.0,4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,19,0.916666667,,22,10
449,31.0,4.2,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,35,0.875,,21,05
450,27.0,4.6,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,11,30,11,40
451,37.0,4.9,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,15,17,25,17,40
452,34.0,4.4,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,31,21,45,0.916666667,
453,25.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,11,22,40,22,50
454,37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,22,22,40,22,50
455,23.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,,16,22,50,23,05
456,27.0,5.0,Fog,High,0,Drinks,motorcycle,0.0,No,Metropolitian,24,0.625,,15,05
457,36.0,4.7,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Urban,16,10,25,10,40
458,30.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,,42,19,35,19,45
459,20.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,31,11,45,0.5,
460,28.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,21,15,21,30
461,36.0,4.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,33,10,25,10,35
462,20.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,23,35,23,40
463,22.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,23,20,23,30
464,28.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,,No,Metropolitian,25,18,20,18,30
465,34.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,08,45,08,50
466,25.0,4.8,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,18,25,18,40
467,38.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,21,20,21,35
468,34.0,3.5,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,32,17,35,17,40
469,24.0,4.9,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,22,19,30,19,35
470,33.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,50,21,15,21,25
471,21.0,4.6,Stormy,High,1,Snack,scooter,1.0,No,Urban,16,11,55,0.5,
472,25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,17,40,17,50
473,23.0,4.9,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,19,14,40,14,45
474,34.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,22,40,22,55
475,25.0,4.7,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,18,50,18,55
476,28.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,10,22,15,22,20
477,34.0,3.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,21,30,21,40
478,24.0,4.5,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,14,23,30,23,40
479,31.0,5.0,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,,26,20,25,20,30
480,38.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,20,10,20,20
481,32.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,17,17,30,17,45
482,28.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,29,0.75,,18,15
483,29.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,0.791666667,,19,10
484,28.0,4.8,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,23,19,50,0.833333333,
485,39.0,4.8,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,21,50,0.916666667,
486,39.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,20,40,20,55
487,26.0,4.8,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,14,09,50,0.416666667,
488,33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,23,15,23,25
489,37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,20,30,20,45
490,,,,,3,Drinks,scooter,0.0,No,Metropolitian,24,,,22,45
491,24.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,23,20,23,25
492,36.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,19,35,19,40
493,22.0,4.7,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,44,17,45,17,50
494,21.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,18,55,0.791666667,
495,29.0,5.0,Windy,Low,1,Buffet,scooter,,No,Urban,16,22,35,22,45
496,33.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,08,30,08,35
497,27.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,10,20,10,25
498,,,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,24,,,17,50
499,30.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,46,19,50,19,55
500,22.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,18,20,18,30
501,20.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,17,17,25,17,30
502,31.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20,25,20,30
503,36.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,0.791666667,,19,10
504,39.0,4.9,Windy,Jam,0,Snack,motorcycle,2.0,No,Urban,43,21,15,21,25
505,32.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,22,50,23,05
506,23.0,4.2,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,34,18,40,18,50
507,30.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,40,20,25,20,35
508,26.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Urban,16,08,20,08,25
509,,,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,23,,,12,10
510,21.0,4.9,Stormy,High,2,Buffet,motorcycle,0.0,No,Urban,13,11,25,11,35
511,23.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,18,30,18,45
512,22.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,24,11,10,11,20
513,39.0,4.5,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,16,18,25,18,35
514,32.0,4.1,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20,40,20,45
515,25.0,4.7,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,20,19,40,19,55
516,30.0,5.0,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,28,14,50,15,05
517,25.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,30,17,45,0.75,
518,26.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,22,20,22,35
519,30.0,4.6,Windy,High,2,Snack,motorcycle,1.0,No,Urban,30,14,25,14,30
520,31.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,09,30,09,45
521,33.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,28,23,35,23,45
522,20.0,5.0,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,23,15,23,20
523,36.0,4.3,Windy,Jam,1,Meal,scooter,1.0,No,Urban,33,19,45,0.833333333,
524,20.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,17,15,17,30
